,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
9125,44,Stone Extensions,Brian,Taylor,28,None,Single,Male,Speech and language therapist,None,None
9126,44,Stone Extensions,James,Hall,45,None,Single,Male,"Conservation officer, nature",None,Catholic
9127,45,Stone Extensions,Barry,Hopkins,44,Head,Single,Male,Chartered management accountant,None,None
9128,45,Stone Extensions,Ann,Hopkins,5,Daughter,NA,Female,Student,None,NA
9129,45,Stone Extensions,Dorothy,Hopkins,5,Daughter,NA,Female,Student,None,NA
9130,45,Stone Extensions,Brenda,Hopkins,5,Daughter,NA,Female,Student,None,NA
9131,46,Stone Extensions,Bethany,Dale,58,Head,Single,Female,"Engineer, maintenance",None,Christian
9132,46,Stone Extensions,Leslie,O'Sullivan,57,Partner,Single,Male,Make,None,Christian
9133,47,Stone Extensions,Olivia,James,46,Head,Single,Female,Musician,None,Catholic
9134,47,Stone Extensions,Simon,Burns,49,Partner,Single,Male,"Surveyor, building",None,None
9135,47,Stone Extensions,Nathan,James,14,Son,NA,Male,Student,None,NA
9136,48,Stone Extensions,Katy,Harris,51,Head,Married,Female,Unemployed,None,None
9137,48,Stone Extensions,Matthew,Harris,51,Husband,Married,Male,Biomedical scientist,None,None
9138,48,Stone Extensions,Christine,Harris,30,Daughter,Single,Female,Financial risk analyst,None,None
9139,48,Stone Extensions,Mohamed,Harris,27,Son,Single,Male,Ship broker,None,None
9140,48,Stone Extensions,Catherine,Barton,7,Daughter,NA,Female,Student,None,NA
9141,49,Stone Extensions,Judith,Taylor,64,Head,Married,Female,Cartographer,None,Christian
9142,49,Stone Extensions,Dean,Taylor,67,Husband,Married,Male,Special educational needs teacher,None,Christian
9143,49,Stone Extensions,Diane,Taylor,30,Daughter,Divorced,Female,Herpetologist,None,Christian
9144,50,Stone Extensions,Maria,Hooper,21,Head,Married,Female,University Student,None,None
9145,50,Stone Extensions,Mohamed,Hooper,22,Husband,Married,Male,University Student,None,None
9146,51,Stone Extensions,Stacey,Stone,61,Head,Single,Female,"Therapist, horticultural",None,None
9147,51,Stone Extensions,Steven,Conway,64,Partner,Single,Male,Mining engineer,None,None
9148,51,Stone Extensions,John,Stone,15,Son,NA,Male,Student,None,NA
9149,52,Stone Extensions,Molly,Francis,80,Head,Divorced,Female,Retired Biomedical engineer,None,Christian
9150,1,Cumberland Street,Jill,Baldwin,66.33700147,Head,Widowed,Female,Unemployed,None,None
9151,1,Cumberland Street,Danny,Baldwin,19,Son,Divorced,Male,University Student,None,None
9152,1,Cumberland Street,Stewart,Baldwin,18,Son,Single,Male,Student,None,None
9153,1,Cumberland Street,Norman,Baldwin,15,Son,NA,Male,Student,None,NA
9154,1,Cumberland Street,Nicholas,Baldwin,11,Son,NA,Male,Student,None,NA
9155,2,Cumberland Street,Jenna,Green,52,Head,Married,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
9156,2,Cumberland Street,Brian,Green,54,Husband,Married,Male,"Surveyor, minerals",None,Christian
9157,2,Cumberland Street,Anthony,Green,15,Son,NA,Male,Student,Mental Disability,NA
9158,3,Cumberland Street,Amy,Knowles,39,Head,Married,Female,Glass blower/designer,None,Christian
9159,3,Cumberland Street,Max,Knowles,40,Husband,Married,Male,Hotel manager,None,Christian
9160,3,Cumberland Street,Jill,Knowles,10,Daughter,NA,Female,Student,None,NA
9161,3,Cumberland Street,Simon,Payne,6,Son,NA,Male,Student,None,NA
9162,3,Cumberland Street,Melissa,Payne,1,Daughter,NA,Female,Child,None,NA
9163,4,Cumberland Street,Michelle,Harris,34,Head,Married,Female,"Editor, magazine features",None,Catholic
9164,4,Cumberland Street,Declan,Harris,35,Husband,Married,Male,Sports therapist,None,Catholic
9165,4,Cumberland Street,Jessica,Harris,13,Daughter,NA,Female,Student,None,NA
9166,4,Cumberland Street,Molly,Harris,13,Daughter,NA,Female,Student,None,NA
9167,4,Cumberland Street,Leslie,Harris,11,Son,NA,Male,Student,None,NA
9168,5,Cumberland Street,Gregory,Wood,43,Head,Single,Male,Air cabin crew,None,Catholic
9169,5,Cumberland Street,Rhys,Burton,20,None,Single,Male,University Student,None,None
9170,5,Cumberland Street,Claire,Saunders,58,None,Single,Female,Hotel manager,None,None
9171,5,Cumberland Street,Gerald,Hill,26,None,Single,Male,Heritage manager,None,Jewish
9172,5,Cumberland Street,Connor,Miller,23,None,Single,Male,Press sub,None,Christian
9173,6,Cumberland Street,Francesca,Green,39,Head,Single,Female,Unemployed,None,Catholic
9174,6,Cumberland Street,Christian,Green,15,Son,NA,Male,Student,None,NA
9175,6,Cumberland Street,Beverley,Green,11,Daughter,NA,Female,Student,None,NA
9176,6,Cumberland Street,Alexander,Green,7,Son,NA,Male,Student,None,NA
9177,6,Cumberland Street,Richard,Green,3,Son,NA,Male,Child,None,NA
9178,7,Cumberland Street,Rosemary,Goddard,46,Head,Married,Female,Theatre manager,None,Methodist
9179,7,Cumberland Street,Karl,Goddard,51,Husband,Married,Male,"Programmer, multimedia",None,Methodist
9180,7,Cumberland Street,Antony,Goddard,25,Son,Single,Male,Trade union research officer,None,Methodist
9181,7,Cumberland Street,Catherine,Goddard,17,Daughter,NA,Female,Student,None,NA
9182,7,Cumberland Street,Pamela,Goddard,15,Daughter,NA,Female,Student,None,NA
9183,8,Cumberland Street,Kerry,Turner,50,Head,Married,Female,Metallurgist,None,Catholic
9184,8,Cumberland Street,David,Turner,53,Husband,Married,Male,Seismic interpreter,None,None
9185,8,Cumberland Street,Jayne,Turner,29,Daughter,Single,Female,"Lighting technician, broadcasting/film/video",None,Catholic
9186,8,Cumberland Street,Victoria,Turner,28,Daughter,Single,Female,Catering manager,None,None
9187,8,Cumberland Street,Mark,Turner,25,Son,Single,Male,Training and development officer,None,None
9188,9,Cumberland Street,Jill,Adams,39,Head,Married,Female,Theatre manager,None,Catholic
9189,9,Cumberland Street,Rhys,Adams,42,Husband,Married,Male,Mining engineer,None,Catholic
9190,9,Cumberland Street,Ashley,Adams,6,Son,NA,Male,Student,None,NA
9191,9,Cumberland Street,Steven,Adams,4,Son,NA,Male,Child,None,NA
9192,9,Cumberland Street,Mitchell,Adams,3,Son,NA,Male,Child,None,NA
9193,9,Cumberland Street,Beth,Adams,3,Daughter,NA,Female,Child,None,NA
9194,9,Cumberland Street,Kenneth,Adams,2,Son,NA,Male,Child,None,NA
9195,10,Cumberland Street,Hollie,Owen,43,Head,Married,Female,Training and development officer,None,Christian
9196,10,Cumberland Street,Richard,Owen,49,Husband,Married,Male,"Administrator, arts",None,Christian
9197,10,Cumberland Street,Nathan,Owen,11,Son,NA,Male,Student,None,NA
9198,10,Cumberland Street,Katy,Owen,9,Daughter,NA,f,Student,None,NA
9199,10,Cumberland Street,Mark,Owen,7,Son,NA,Male,Student,None,NA
9200,11,Cumberland Street,Judith,Mistry,40,Head,Married,Female,Unemployed,None,Catholic
9201,11,Cumberland Street,Joshua,Mistry,42,Husband,Married,Male,Environmental consultant,None,Catholic
9202,11,Cumberland Street,Marian,Mistry,24,Daughter,Single,Female,"Copywriter, advertising",None,Catholic
9203,11,Cumberland Street,Gemma,Mistry,22,Daughter,Single,Female,University Student,None,Catholic
9204,11,Cumberland Street,Carl,Mistry,6,Son,NA,Male,Student,None,NA
9205,12,Cumberland Street,Maria,Dobson,74,Head,Married,Female,Retired General practice doctor,None,Christian
9206,12,Cumberland Street,Matthew,Dobson,74,Husband,Married,Male,Retired Health and safety adviser,None,Christian
9207,12,Cumberland Street,Judith,Dobson,48,Daughter,Single,Female,"Designer, exhibition/display",None,None
9208,12,Cumberland Street,Denise,Dobson,47,Daughter,Single,Female,Psychiatric nurse,None,Christian
9209,12,Cumberland Street,Danielle,Dobson,39,Daughter,Single,Female,Visual merchandiser,None,Christian
9210,12,Cumberland Street,Hannah,Dobson,33,Daughter,Single,Female,Records manager,None,None
9211,12,Cumberland Street,Kathryn,Dobson,31,Daughter,Widowed,Female,Forensic psychologist,None,Christian
9212,12,Cumberland Street,Martyn,Dobson,30,Son,Single,Male,Chartered public finance accountant,None,Christian
9213,12,Cumberland Street,Joanne,Dobson,22,Daughter,Single,Female,University Student,None,Christian
9214,12,Cumberland Street,Cheryl,Dobson,22,Daughter,Single,Female,University Student,None,Christian
9215,12,Cumberland Street,Chelsea,Dobson,16,Daughter,NA,Female,Student,None,NA
9216,12,Cumberland Street,Georgia,Dobson,15,Daughter,NA,Female,Student,None,NA
9217,12,Cumberland Street,Mohammad,Dobson,15,Son,NA,Male,Student,None,NA
9218,12,Cumberland Street,Stuart,Dobson,11,Son,NA,Male,Student,None,NA
9219,12,Cumberland Street,Harriet,Dobson,9,Daughter,NA,Female,Student,None,NA
9220,12,Cumberland Street,Lee,Dobson,8,Son,NA,Male,Student,Blind,NA
9221,12,Cumberland Street,Malcolm,Dobson,4,Son,NA,Male,Child,None,NA
9222,12,Cumberland Street,Ben,Dobson,0,Son,NA,Male,Child,None,NA
9223,12,Cumberland Street,Hugh,Morley,48,Lodger,Single,Male,Unemployed,Physical Disability,Methodist
9224,12,Cumberland Street,Adrian,Finch,24,Sibling,Single,Male,Unemployed,None,None
9225,13,Cumberland Street,Georgina,Ellis,25,Head,Single,Female,Advertising account planner,None,None
9226,14,Cumberland Street,Ashley,Hill,40,Head,Single,Male,Broadcast presenter,None,None
9227,14,Cumberland Street,Kieran,Noble,64,None,Single,Male,Unemployed,None,None
9228,14,Cumberland Street,Caroline,Morton,56,None,Single,Female,Geophysicist/field seismologist,None,Christian
9229,14,Cumberland Street,Joe,Harris,55,None,Single,Male,Analytical chemist,None,None
9230,14,Cumberland Street,Stewart,Morton,36,None,Single,Male,"Doctor, hospital",None,None
9231,15,Cumberland Street,Yvonne,Ali,42,Head,Single,Female,Historic buildings inspector/conservation officer,None,Catholic
9232,15,Cumberland Street,Frank,Ali,17,Son,NA,Male,Student,None,NA
9233,15,Cumberland Street,Derek,Ali,15,Son,NA,Male,Student,None,NA
9234,15,Cumberland Street,Wendy,Ali,11,Daughter,NA,Female,Student,None,NA
9235,15,Cumberland Street,Barbara,Ali,10,Daughter,NA,Female,Student,None,NA
9236,15,Cumberland Street,Sally,Ali,6,Daughter,NA,Female,Student,None,NA
9237,15,Cumberland Street,Fiona,Ali,2,Daughter,NA,Female,Child,None,NA
9238,15,Cumberland Street,Ian,Ali,1,Son,NA,Male,Child,None,NA
9239,15,Cumberland Street,Megan,Jenkins,41,Lodger,Divorced,Female,Operational researcher,None,Catholic
9240,15,Cumberland Street,Callum,French,28,Lodger,Single,Male,"Teacher, secondary school",None,None
9241,15,Cumberland Street,Shannon,Jordan,42,Lodger,Divorced,Female,Unemployed,None,None
9242,16,Cumberland Street,Rachel,Rogers,50,Head,Single,Female,Unemployed,None,Christian
9243,16,Cumberland Street,Conor,Rogers,15,Son,NA,Male,Student,None,NA
9244,16,Cumberland Street,Natasha,Rogers,14,Daughter,NA,Female,Student,None,NA
9245,17,Cumberland Street,Paige,Noble,76,Head,Married,Female,"Retired Therapist, occupational",None,Christian
9246,17,Cumberland Street,Timothy,Noble,75,Husband,Married,Male,Retired Building control surveyor,None,Christian
9247,17,Cumberland Street,Eileen,Noble,44,Daughter,Divorced,f,Unemployed,None,Christian
9248,17,Cumberland Street,James,Noble,41,Son,Single,Male,Electrical engineer,None,None
9249,17,Cumberland Street,Olivia,Noble,40,Daughter,Single,Female,Lobbyist,None,Christian
9250,17,Cumberland Street,Samantha,Noble,40,Daughter,Single,Female,Recruitment consultant,None,None
9251,17,Cumberland Street,Cheryl,Noble,39,Daughter,Single,Female,"Teacher, adult education",None,None
9252,17,Cumberland Street,Jacqueline,Noble,36,Daughter,Single,Female,Optometrist,None,Christian
9253,17,Cumberland Street,Jake,Noble,33,Son,Single,Male,Unemployed,None,Christian
9254,17,Cumberland Street,Paige,Noble,31,Daughter,Single,Female,"Civil engineer, consulting",None,Christian
9255,17,Cumberland Street,Judith,Noble,30,Daughter,Single,Female,Unemployed,None,None
9256,17,Cumberland Street,Michael,Noble,29,Son,Single,Male,Broadcast journalist,None,None
9257,17,Cumberland Street,Stewart,Noble,26,Son,Single,Male,Trade mark attorney,Disabled,Christian
9258,17,Cumberland Street,Georgia,Noble,22,Daughter,Single,Female,University Student,None,Christian
9259,17,Cumberland Street,Richard,Noble,19,Son,Single,Male,University Student,None,None
9260,17,Cumberland Street,Leah,Noble,16,Daughter,NA,Female,Student,None,NA
9261,17,Cumberland Street,Gavin,Noble,12,Son,NA,Male,Student,None,NA
9262,18,Cumberland Street,Karen,Butler,62,Head,Married,Female,"Surveyor, mining",None,None
9263,18,Cumberland Street,Martyn,Butler,68,Husband,Married,Male,Retired Orthoptist,None,None
9264,18,Cumberland Street,Malcolm,Butler,24,Son,Single,Male,Unemployed,None,None
9265,18,Cumberland Street,Linda,Butler,22,Daughter,Single,Female,University Student,None,None
9266,18,Cumberland Street,Amy,Butler,2,Daughter,NA,Female,Child,None,NA
9267,19,Cumberland Street,Bethan,Davies,62,Head,Married,Female,Community arts worker,None,Christian
9268,19,Cumberland Street,Dale,Davies,61,Husband,Married,Male,"Production assistant, television",None,Christian
9269,19,Cumberland Street,Martyn,Davies,27,Son,Single,Male,"Therapist, speech and language",None,Christian
9270,19,Cumberland Street,Samuel,Davies,23,Son,Single,Male,Charity fundraiser,None,Christian
9271,19,Cumberland Street,Barbara,Davies,17,Daughter,NA,Female,Student,None,NA
9272,20,Cumberland Street,Billy,Martin,37,Head,Married,Male,Chemical engineer,None,None
9273,20,Cumberland Street,Georgina,Martin,32,Wife,Married,Female,Retail manager,None,None
9274,20,Cumberland Street,Leigh,Martin,7,Son,NA,Male,Student,None,NA
9275,20,Cumberland Street,Jason,Martin,5,Son,NA,Male,Student,None,NA
9276,20,Cumberland Street,Robin,Martin,5,Son,NA,Male,Student,None,NA
9277,21,Cumberland Street,Abbie,Lee,34,Head,Married,Female,Armed forces logistics/support/administrative officer,None,Christian
9278,21,Cumberland Street,Justin,Lee,38,Husband,Married,Male,"Engineer, petroleum",None,Christian
9279,21,Cumberland Street,Leslie,Lee,11,Son,NA,Male,Student,None,NA
9280,21,Cumberland Street,Helen,Lee,10,Daughter,NA,Female,Student,None,NA
9281,21,Cumberland Street,Peter,Lee,9,Son,NA,Male,Student,None,NA
9282,22,Cumberland Street,Pauline,Hanson,70,Head,Married,Female,Retired Toxicologist,None,None
9283,22,Cumberland Street,Ronald,Hanson,68,Husband,Married,Male,Retired Forest/woodland manager,None,None
9284,22,Cumberland Street,Jack,Wilson-Hanson,32,Son,Single,Male,"Restaurant manager, fast food",None,None
9285,22,Cumberland Street,Samuel,Wilson-Hanson,29,Son,Single,Male,"Sales professional, IT",None,None
9286,22,Cumberland Street,Jennifer,Wilson-Hanson,25,Daughter,Single,Female,Nutritional therapist,None,None
9287,23,Cumberland Street,Chloe,Smith,47,Head,Single,Female,"Engineer, biomedical",None,None
9288,23,Cumberland Street,Terence,Burrows,27,None,Single,Male,Drilling engineer,None,None
9289,23,Cumberland Street,Hugh,Foster,61,None,Single,Male,Bonds trader,None,Christian
9290,23,Cumberland Street,Graeme,Chan,62,None,Single,Male,Manufacturing engineer,None,Methodist
9291,23,Cumberland Street,Jamie,Martin,45,None,Single,Male,"Teacher, primary school",None,None
9292,23,Cumberland Street,Bruce,Moore,44,None,Single,Male,Data scientist,None,Catholic
9293,23,Cumberland Street,Francesca,Clark,33,None,Single,Female,Financial planner,None,None
9294,23,Cumberland Street,Teresa,Ball,48,None,Single,Female,Associate Professor,None,Catholic
9295,24,Cumberland Street,Emma,Hopkins,44,Head,Single,Female,Armed forces operational officer,None,Christian
9296,24,Cumberland Street,Clifford,Summers,36,None,Single,Male,Warehouse manager,None,None
9297,24,Cumberland Street,Amber,Moore,24,None,Single,Female,Armed forces training and education officer,None,None
9298,25,Cumberland Street,Sharon,Kerr,50,Head,Divorced,Female,Adult nurse,None,None
9299,25,Cumberland Street,Janet,Green,12,Daughter,NA,Female,Student,None,NA
9300,25,Cumberland Street,Abdul,Green,2,Son,NA,Male,Child,None,NA
9301,25,Cumberland Street,Alexander,Green,2,Son,NA,Male,Child,None,NA
9302,25,Cumberland Street,Brett,Green,0,Son,NA,Male,Child,None,NA
9303,25,Cumberland Street,Leanne,Wilson,60,Lodger,Single,Female,Animator,None,None
9304,26,Cumberland Street,Declan,Williams,46,Head,Married,Male,Curator,None,Catholic
9305,26,Cumberland Street,Brenda,Williams,47,Wife,Married,Female,"Teacher, primary school",None,Catholic
9306,26,Cumberland Street,Jamie,Williams,17,Son,NA,Male,Student,None,NA
9307,27,Cumberland Street,Molly,Chapman,53,Head,Married,Female,Actor,None,Christian
9308,27,Cumberland Street,Mohammed,Chapman,54,Husband,Married,Male,Cytogeneticist,None,Christian
9309,27,Cumberland Street,Heather,Chapman,18,Daughter,Single,Female,Student,None,Christian
9310,27,Cumberland Street,Hilary,Chapman,15,Daughter,NA,Female,Student,None,NA
9311,27,Cumberland Street,Gregory,Chapman,14,Son,NA,Male,Student,None,NA
9312,28,Cumberland Street,Joanna,Oliver,38,Head,Single,Female,"Civil engineer, consulting",None,None
9313,28,Cumberland Street,Albert,Parker,40,Partner,Single,Male,Exercise physiologist,None,None
9314,28,Cumberland Street,Simon,Oliver,3,Son,NA,male,Child,None,NA
9315,28,Cumberland Street,Neil,Oliver,2,Son,NA,Male,Child,None,NA
9316,28,Cumberland Street,Jane,Oliver,2,Daughter,NA,Female,Child,None,NA
9317,28,Cumberland Street,Jenna,Ferguson,49,Sibling,Divorced,Female,Building control surveyor,None,None
9318,29,Cumberland Street,Janet,Thompson,35,Head,Married,Female,Maintenance engineer,None,None
9319,29,Cumberland Street,Gregory,Thompson,34,Husband,Married,Male,"Editor, commissioning",None,None
9320,29,Cumberland Street,Daniel,Thompson,9,Son,NA,Male,Student,None,NA
9321,29,Cumberland Street,Sam,Thompson,7,Son,NA,Male,Student,None,NA
9322,29,Cumberland Street,Kayleigh,Thompson,4,Daughter,NA,Female,Child,None,NA
9323,29,Cumberland Street,Stephanie,Thompson,1,Daughter,NA,f,Child,None,NA
9324,29,Cumberland Street,Michelle,Thompson,0,Daughter,NA,Female,Child,None,NA
9325,29,Cumberland Street,Harry,Oliver,57,Cousin,Divorced,Male,Sub,None,Methodist
9326,29,Cumberland Street,Ashley,Matthews,38,Lodger,Single,Male,"Development worker, international aid",None,Catholic
9327,30,Cumberland Street,Chloe,Taylor,33,Head,Married,Female,IT sales professional,None,None
9328,30,Cumberland Street,Luke,Taylor,34,Husband,Married,male,Fisheries officer,None,None
9329,30,Cumberland Street,Kerry,Taylor,8,Daughter,NA,Female,Student,None,NA
9330,31,Cumberland Street,Vanessa,Morris,45,Head,Married,Female,Biomedical scientist,None,Catholic
9331,31,Cumberland Street,Samuel,Morris,47,Husband,Married,Male,Unemployed,None,Catholic
9332,31,Cumberland Street,Kevin,Morris,12,Son,NA,Male,Student,None,NA
9333,31,Cumberland Street,Tina,Morris,8,Daughter,NA,Female,Student,None,NA
9334,31,Cumberland Street,Catherine,Ford-Morris,5,Daughter,NA,Female,Student,None,NA
9335,32,Cumberland Street,Claire,Hilton,52,Head,Single,Female,Unemployed,None,Christian
